,company,mkt_cap,pb_ratio,beta,profit_m,roa,roe
2289,601208.SS,3.18B,1.38,0.67,5.43%,1.53%,3.97%
2290,000927.SZ,6.95B,N/A,0.33,0.00%,-15.77%,N/A
2291,600375.SS,2.37B,0.84,0.65,-1.31%,-0.26%,-2.80%
2292,600959.SS,18.10B,0.83,-0.68,3.39%,0.13%,1.35%
2293,601816.SS,304.46B,1.91,N/A,32.89%,N/A,N/A
2294,002733.SZ,7.06B,2.85,1.20,6.32%,1.84%,6.63%
2295,002542.SZ,6.84B,1.70,0.19,6.28%,2.80%,6.00%
2296,002960.SZ,5.69B,2.12,N/A,16.93%,N/A,N/A
2297,600488.SS,4.74B,1.62,0.69,5.22%,3.44%,5.36%
2298,600519.SS,1.40T,11.14,0.91,48.85%,21.34%,32.22%
2299,002832.SZ,6.23B,3.35,0.47,21.73%,10.45%,19.84%
2300,600213.SS,1.64B,8.11,0.76,-0.92%,1.28%,-10.91%
2301,600086.SS,2.67B,1.61,N/A,-286.42%,-1.80%,-114.68%
2302,300449.SZ,2.24B,1.57,-0.50,-94.86%,-4.01%,-40.87%
2303,300683.SZ,5.48B,3.11,-1.01,7.08%,0.23%,2.06%
2304,300140.SZ,4.83B,2.08,0.37,-1.64%,1.10%,-1.30%
2305,603321.SS,2.26B,2.16,0.61,4.77%,0.80%,3.14%
2306,002339.SZ,3.21B,1.87,0.76,2.32%,1.96%,2.86%
2307,002231.SZ,2.69B,4.50,-0.01,14.69%,-4.39%,8.63%
2308,002446.SZ,6.68B,1.82,0.57,-60.58%,-9.11%,-21.99%
2309,300417.SZ,2.83B,6.29,0.33,36.50%,26.78%,47.38%
2310,603659.SS,26.11B,7.66,1.04,13.40%,6.14%,18.13%
2311,600300.SS,5.53B,2.07,N/A,1.60%,2.42%,1.81%
2312,300571.SZ,6.14B,9.64,0.89,11.61%,12.86%,32.41%
2313,300660.SZ,3.70B,1.65,0.36,10.80%,4.73%,10.38%
2314,002296.SZ,2.82B,1.90,0.43,15.55%,3.66%,4.75%
2315,002524.SZ,3.94B,4.21,0.88,8.43%,3.28%,14.08%
2316,603348.SS,3.78B,1.75,N/A,3.32%,1.33%,2.07%
2317,300785.SZ,7.61B,10.97,N/A,17.50%,9.94%,21.49%
2318,601099.SS,22.63B,2.21,0.76,14.90%,0.56%,2.00%
2319,002475.SZ,204.95B,11.21,0.72,7.26%,8.41%,26.27%
2320,603757.SS,2.34B,2.14,N/A,15.04%,N/A,16.27%
2321,601689.SS,17.15B,2.36,1.00,8.57%,2.97%,6.20%
2322,300633.SZ,10.55B,7.73,0.08,6.45%,2.04%,5.97%
2323,600094.SS,16.46B,1.38,N/A,5.11%,2.78%,6.94%
2324,603976.SS,2.30B,2.25,N/A,11.72%,3.16%,6.04%
2325,603369.SS,35.31B,5.06,1.08,29.81%,10.64%,19.22%
2326,300099.SZ,3.62B,2.12,0.75,13.54%,2.95%,2.86%
2327,600234.SS,1.87B,25.43,0.45,6.82%,4.10%,23.59%
2328,002150.SZ,2.14B,1.69,0.68,11.05%,8.23%,13.04%
2329,600713.SS,4.60B,1.15,N/A,0.94%,2.65%,9.74%
2330,300218.SZ,1.78B,1.72,0.54,3.69%,2.08%,5.30%
2331,300142.SZ,48.68B,10.00,0.53,8.05%,0.62%,2.35%
2332,002164.SZ,2.38B,3.60,0.39,-3.80%,3.08%,-6.04%
2333,000545.SZ,2.68B,1.27,0.40,0.28%,0.17%,0.24%
2334,002020.SZ,7.48B,2.01,0.30,13.66%,5.04%,13.28%
2335,601990.SS,51.30B,4.66,N/A,32.33%,2.04%,6.54%
2336,002315.SZ,4.55B,2.29,0.68,6.48%,2.19%,3.19%
2337,002050.SZ,44.55B,4.96,1.28,12.50%,6.38%,15.04%
2338,603893.SS,21.67B,13.23,N/A,14.54%,4.76%,12.69%
2339,600529.SS,19.98B,5.33,0.56,15.90%,6.66%,12.66%
2340,300191.SZ,5.55B,4.69,1.41,11.59%,1.59%,2.89%
2341,002664.SZ,5.41B,2.30,0.08,10.15%,5.29%,12.75%
2342,000558.SZ,3.49B,2.90,0.21,31.11%,-1.54%,3.30%
2343,600201.SS,24.01B,5.17,0.63,18.37%,2.20%,4.36%
2344,603603.SS,2.82B,1.95,N/A,-30.83%,-1.67%,-44.19%
2345,002887.SZ,3.40B,1.84,0.27,30.13%,4.30%,10.33%
2346,600444.SS,1.37B,2.34,0.52,6.32%,2.51%,7.44%
2347,000957.SZ,4.30B,1.56,0.52,0.52%,0.08%,1.22%
2348,002885.SZ,2.75B,3.52,0.00,4.04%,2.02%,6.37%
2349,600808.SS,18.90B,0.72,N/A,1.85%,2.72%,6.25%
2350,600825.SS,5.44B,2.14,0.90,1.53%,-1.51%,0.76%
2351,002166.SZ,4.39B,3.96,0.62,14.05%,2.44%,7.26%
2352,000429.SZ,13.29B,1.47,0.66,32.95%,3.62%,9.45%
2353,300475.SZ,3.09B,2.43,0.58,19.43%,1.33%,3.54%
2354,600732.SS,13.14B,6.33,N/A,6.79%,7.15%,28.58%
2355,603005.SS,20.68B,10.42,0.24,25.09%,2.56%,8.52%
2356,300508.SZ,2.30B,4.61,-0.58,-15.60%,-2.44%,-5.21%
2357,600725.SS,2.80B,9.29,0.78,1.05%,0.10%,4.81%
2358,300056.SZ,2.21B,1.62,0.10,0.18%,1.88%,1.40%
2359,002187.SZ,2.67B,0.95,0.70,0.32%,0.82%,0.84%
2360,002897.SZ,5.13B,4.44,-0.14,4.44%,1.81%,4.16%
2361,000913.SZ,4.60B,1.65,0.84,6.71%,1.26%,6.49%
2362,002175.SZ,1.42B,8.30,1.11,81.22%,0.96%,114.34%
2363,603050.SS,2.00B,1.86,0.09,6.89%,2.88%,9.29%
2364,002820.SZ,2.55B,2.40,N/A,13.83%,2.87%,5.66%
2365,002576.SZ,1.52B,1.71,0.64,2.65%,1.60%,3.49%
2366,300700.SZ,1.28B,2.28,0.21,-14.73%,-2.16%,-7.00%
2367,002586.SZ,2.72B,0.52,N/A,-49.07%,1.25%,-31.32%
2368,603678.SS,10.10B,3.24,0.65,13.95%,7.10%,12.41%
2369,600252.SS,11.16B,1.74,0.66,18.53%,5.17%,11.44%
2370,002833.SZ,4.99B,3.68,1.54,23.42%,N/A,24.08%
2371,603578.SS,1.75B,2.77,0.19,19.51%,5.23%,10.56%
2372,002034.SZ,5.50B,1.38,1.31,33.81%,4.18%,11.06%
2373,000848.SZ,6.92B,3.47,0.57,19.55%,13.05%,19.45%
2374,002559.SZ,3.22B,2.02,0.87,6.29%,1.85%,4.72%
2375,688321.SS,18.16B,12.55,N/A,20.44%,N/A,N/A
2376,600693.SS,4.50B,1.87,N/A,9.04%,1.82%,11.39%
2377,300772.SZ,4.05B,2.67,N/A,1.90%,0.08%,8.08%
2378,002275.SZ,7.61B,2.76,0.65,23.95%,7.61%,13.30%
2379,002163.SZ,5.85B,8.76,0.44,1.97%,2.63%,14.65%
2380,600599.SS,1.16B,1.78,N/A,-99.67%,-0.40%,-17.61%
2381,002319.SZ,1.32B,3.16,0.45,-86.61%,-0.77%,-104.24%
2382,300323.SZ,6.36B,1.23,0.98,-37.33%,-4.45%,-18.64%
2383,600848.SS,40.99B,4.82,0.92,30.52%,3.66%,12.42%
2384,002958.SZ,24.22B,1.02,N/A,49.27%,0.89%,11.76%
2385,300346.SZ,9.90B,8.17,0.57,20.43%,1.22%,6.46%
2386,688066.SS,6.66B,5.93,N/A,13.53%,N/A,10.25%
2387,300406.SZ,8.58B,4.35,0.89,36.37%,9.31%,15.13%
2388,603818.SS,3.29B,2.20,N/A,0.89%,2.79%,2.52%
2389,600711.SS,9.49B,1.07,1.30,0.65%,1.63%,3.20%
2390,600082.SS,2.18B,1.27,N/A,-1.42%,1.61%,-0.40%
2391,603729.SS,1.28B,1.56,N/A,-9.14%,-1.88%,-7.04%
2392,600077.SS,3.75B,0.94,1.12,13.91%,1.61%,12.58%
2393,601000.SS,13.39B,0.81,1.09,17.25%,4.54%,9.69%
2394,000151.SZ,2.40B,2.53,N/A,0.74%,2.45%,0.90%
2395,300659.SZ,9.29B,20.26,0.63,19.25%,11.30%,22.05%
2396,600458.SS,5.43B,1.21,N/A,0.27%,0.26%,-0.08%
2397,688036.SS,34.25B,4.42,N/A,7.60%,N/A,N/A
2398,002539.SZ,5.28B,1.65,0.20,2.65%,2.55%,7.17%
2399,000690.SZ,11.36B,1.25,0.84,13.00%,4.52%,8.19%
2400,002503.SZ,10.30B,1.85,0.17,0.24%,0.89%,0.55%
2401,603708.SS,19.65B,6.99,-0.20,2.94%,4.49%,15.58%
2402,300288.SZ,3.94B,2.88,0.86,13.27%,1.00%,3.27%
2403,300085.SZ,9.32B,6.89,0.90,1.33%,0.65%,1.49%
2404,002594.SZ,142.71B,2.88,0.91,0.83%,1.25%,2.49%
2405,600022.SS,14.12B,0.68,0.60,0.60%,1.63%,3.03%
2406,000878.SZ,16.55B,1.98,0.89,0.89%,3.00%,8.19%
2407,002059.SZ,4.47B,1.92,0.70,2.48%,0.48%,0.76%
2408,300237.SZ,3.33B,0.93,0.89,-2.14%,1.30%,-1.66%
2409,002363.SZ,3.80B,1.61,0.55,3.91%,0.64%,2.39%
2410,601333.SS,23.88B,0.88,1.23,-0.52%,0.18%,-0.35%
2411,000761.SZ,12.55B,0.69,0.70,0.88%,1.59%,2.32%
2412,002590.SZ,3.30B,1.82,N/A,5.23%,1.23%,5.92%
2413,300373.SZ,10.75B,4.39,0.56,11.77%,4.80%,9.21%
2414,300611.SZ,1.46B,2.18,0.18,1.36%,1.58%,2.00%
2415,600794.SS,3.94B,2.02,0.87,8.46%,4.48%,7.56%
2416,000782.SZ,1.82B,1.31,0.26,-1.08%,-1.69%,-2.17%
2417,603225.SS,14.46B,1.24,N/A,3.64%,3.96%,11.41%
2418,600482.SS,28.31B,1.08,0.03,2.95%,0.58%,2.30%
2419,600346.SS,87.85B,2.72,0.90,10.10%,7.69%,35.33%
2420,002615.SZ,1.99B,2.15,0.73,1.20%,1.39%,1.44%
2421,600530.SS,2.64B,2.64,0.50,-40.37%,-0.37%,-13.71%
2422,601158.SS,25.01B,1.70,0.71,28.14%,4.11%,10.55%
2423,002702.SZ,2.54B,3.21,0.27,1.11%,1.25%,1.91%
2424,600814.SS,3.91B,1.58,0.76,2.86%,3.36%,10.51%
2425,000045.SZ,3.31B,1.28,0.89,0.18%,-1.57%,-1.09%
2426,603277.SS,3.56B,1.84,0.69,17.05%,6.57%,14.77%
2427,603728.SS,5.65B,2.87,N/A,8.16%,4.48%,8.49%
2428,002507.SZ,24.86B,8.66,0.79,31.63%,11.97%,21.74%
2429,002636.SZ,5.79B,2.19,0.47,5.06%,2.47%,6.13%
2430,002936.SZ,24.32B,0.87,N/A,N/A,N/A,N/A
2431,300668.SZ,1.60B,3.29,0.10,20.10%,9.93%,16.07%
2432,000626.SZ,3.81B,1.43,N/A,-0.03%,0.43%,1.86%
2433,603128.SS,5.62B,1.36,0.60,3.28%,4.71%,8.98%
2434,002232.SZ,3.56B,3.14,0.87,6.49%,3.11%,7.43%
2435,002327.SZ,5.82B,1.78,0.69,18.07%,7.15%,13.94%
2436,000026.SZ,3.49B,1.42,0.55,4.08%,3.17%,5.26%
2437,600302.SS,1.38B,1.19,N/A,-31.04%,-6.82%,-13.18%
2438,002607.SZ,140.12B,40.83,N/A,19.95%,11.00%,70.40%
2439,603616.SS,2.38B,3.03,N/A,-10.81%,0.07%,-11.32%
2440,603517.SS,31.50B,8.52,-0.14,13.43%,10.53%,16.95%
2441,002346.SZ,4.55B,2.17,0.41,-10.43%,0.83%,-2.21%
2442,600566.SS,17.86B,2.93,0.47,22.96%,12.20%,25.15%
2443,603030.SS,2.88B,1.37,0.54,2.83%,2.93%,11.12%
2444,600583.SS,21.62B,0.95,1.05,-0.10%,0.01%,-0.06%
2445,601699.SS,17.44B,0.67,0.63,8.29%,3.87%,8.47%
2446,002383.SZ,7.41B,1.93,0.16,-69.08%,-7.42%,-30.50%
2447,002601.SZ,30.30B,2.18,1.22,23.40%,8.22%,20.45%
2448,300638.SZ,8.86B,16.03,-0.07,9.09%,6.15%,19.86%
2449,300210.SZ,1.51B,1.33,0.76,-90.43%,-5.97%,-28.13%
2450,002397.SZ,3.39B,1.76,N/A,2.43%,2.55%,3.16%
2451,002131.SZ,24.72B,3.09,0.17,1.80%,1.70%,3.16%
2452,600685.SS,15.07B,1.96,1.34,2.51%,-1.05%,6.21%
2453,600481.SS,4.85B,2.20,0.63,7.03%,3.34%,7.65%
2454,300022.SZ,1.59B,9.68,0.78,-5.18%,-0.25%,-31.64%
2455,300114.SZ,5.97B,3.77,0.68,13.93%,5.64%,13.80%
2456,600099.SS,1.33B,2.81,0.48,0.77%,-0.01%,0.87%
2457,002568.SZ,17.66B,8.83,0.73,20.98%,9.06%,15.90%
2458,300181.SZ,3.36B,2.53,0.51,2.85%,1.36%,1.68%
2459,002306.SZ,2.43B,261.19,-0.10,-29.86%,-10.11%,-215.01%
2460,300135.SZ,2.23B,1.77,0.24,0.97%,1.56%,1.83%
2461,002482.SZ,5.67B,0.79,0.79,1.17%,0.54%,1.94%
2462,002386.SZ,4.09B,0.82,0.88,0.07%,1.20%,-0.83%
2463,600193.SS,1.46B,6.00,0.39,3.07%,4.11%,8.77%
2464,600081.SS,3.29B,2.43,N/A,2.26%,3.24%,14.68%
2465,002241.SZ,53.22B,3.35,0.90,3.82%,4.08%,8.74%
2466,300219.SZ,4.98B,2.63,1.00,-29.98%,-0.26%,-41.98%
2467,002219.SZ,4.46B,1.75,N/A,-78.05%,0.20%,-169.50%
2468,002741.SZ,4.39B,3.45,N/A,-0.89%,0.49%,-1.43%
2469,000005.SZ,2.90B,1.89,N/A,12.58%,0.29%,4.30%
2470,600547.SS,97.81B,4.79,0.47,2.28%,3.78%,6.59%
2471,000917.SZ,8.63B,0.83,0.48,-0.58%,0.15%,-0.66%
2472,601618.SS,54.30B,0.58,0.81,1.93%,1.90%,6.94%
2473,002849.SZ,1.69B,2.56,0.08,6.07%,5.06%,13.18%
2474,300408.SZ,31.67B,4.22,0.99,32.04%,6.18%,11.04%
2475,000861.SZ,5.23B,1.42,0.69,6.37%,2.13%,4.05%
2476,300607.SZ,8.43B,8.28,0.34,15.99%,9.07%,21.83%
2477,300112.SZ,2.23B,2.28,0.51,7.51%,2.80%,4.96%
2478,002497.SZ,6.69B,2.31,1.07,1.55%,0.31%,1.58%
2479,300332.SZ,3.32B,0.95,0.55,1.61%,1.72%,0.01%
2480,300037.SZ,13.53B,4.45,1.00,15.50%,4.85%,11.31%
2481,600119.SS,1.72B,20.12,1.17,5.05%,-0.86%,15.91%
2482,688037.SS,10.16B,46.03,N/A,N/A,N/A,N/A
2483,300403.SZ,2.88B,2.09,0.66,18.87%,5.43%,11.42%
2484,300725.SZ,10.51B,14.18,N/A,N/A,N/A,N/A
2485,600317.SS,13.98B,1.13,0.77,21.42%,5.27%,8.15%
2486,002468.SZ,26.73B,3.03,0.49,4.79%,5.80%,11.79%
2487,000019.SZ,8.80B,2.06,0.59,3.19%,3.66%,7.54%
2488,000657.SZ,4.77B,1.45,0.69,1.75%,2.64%,5.61%
2489,000812.SZ,2.34B,1.69,N/A,2.80%,N/A,2.34%
2490,002389.SZ,10.58B,1.68,0.55,7.75%,2.63%,3.93%
2491,002795.SZ,2.51B,4.12,-0.84,9.09%,5.71%,9.01%
2492,000729.SZ,16.97B,1.25,0.71,-0.75%,0.04%,-0.46%
2493,603078.SS,3.81B,4.82,N/A,7.51%,2.17%,4.72%
2494,600129.SS,6.28B,1.87,0.87,-1.84%,0.78%,-7.58%
2495,000607.SZ,4.12B,2.39,1.13,-0.50%,0.90%,1.06%
2496,688333.SS,3.78B,3.70,N/A,22.04%,N/A,N/A
2497,603880.SS,2.26B,3.96,N/A,5.71%,N/A,N/A
2498,000088.SZ,8.60B,1.24,0.93,57.07%,0.77%,4.43%
2499,600439.SS,3.06B,1.09,N/A,11.64%,4.32%,7.38%
2500,600830.SS,2.46B,1.18,0.84,6.80%,1.40%,1.89%
2501,002830.SZ,1.65B,2.68,-0.48,1.83%,0.38%,3.01%
2502,600976.SS,2.39B,2.02,0.73,3.85%,1.54%,7.03%
2503,300068.SZ,9.32B,1.45,0.84,2.64%,0.50%,3.57%
2504,300780.SZ,2.54B,2.64,N/A,16.13%,3.72%,9.29%
2505,002862.SZ,2.10B,3.61,N/A,2.13%,1.89%,1.45%
2506,000899.SZ,4.21B,0.87,0.53,8.47%,2.70%,4.52%
2507,601766.SS,247.48B,1.39,0.54,4.83%,2.11%,8.17%
2508,002432.SZ,3.90B,2.60,0.99,17.47%,3.02%,10.08%
2509,600109.SS,27.67B,1.36,1.06,29.59%,2.35%,6.66%
2510,300499.SZ,2.91B,4.05,-0.22,6.36%,2.14%,7.55%
2511,300565.SZ,2.46B,3.51,-0.67,-20.45%,-7.11%,-10.75%
2512,603278.SS,2.83B,1.66,-0.72,3.87%,1.54%,6.37%
2513,600651.SS,3.61B,N/A,0.72,-60.26%,-10.35%,N/A
2514,600750.SS,6.04B,1.70,0.28,19.20%,6.86%,12.41%
2515,300192.SZ,4.26B,5.30,0.42,9.36%,8.07%,17.27%
2516,601798.SS,1.82B,1.01,N/A,-1.05%,-0.02%,-1.12%
2517,000976.SZ,8.06B,N/A,N/A,18.10%,4.45%,6.96%
2518,300763.SZ,5.51B,6.34,N/A,14.15%,8.82%,20.03%
2519,600036.SS,1.33T,1.41,N/A,44.85%,1.32%,15.70%
2520,600872.SS,38.08B,9.64,0.29,15.99%,9.53%,19.29%
2521,300813.SZ,2.61B,11.88,N/A,N/A,N/A,N/A
2522,600560.SS,2.08B,2.68,1.00,4.68%,1.32%,3.50%
2523,600353.SS,2.81B,2.53,N/A,3.99%,1.90%,3.77%
2524,600939.SS,6.95B,0.90,0.82,0.79%,1.00%,5.76%
2525,000004.SZ,5.05B,50.85,0.35,6.38%,-1.79%,-0.62%
2526,300326.SZ,14.85B,5.65,0.31,24.15%,5.42%,10.39%
2527,000037.SZ,4.96B,3.79,0.48,3.02%,1.12%,2.18%
2528,600604.SS,10.90B,2.14,0.76,21.36%,2.40%,5.30%
2529,300278.SZ,2.30B,2.22,N/A,-97.36%,-3.05%,-161.63%
2530,002372.SZ,17.40B,4.84,0.99,21.12%,13.68%,24.16%
2531,300338.SZ,2.81B,1.32,0.81,-61.23%,-3.22%,-43.52%
2532,300016.SZ,4.27B,2.94,0.47,42.55%,6.26%,22.54%
2533,002440.SZ,11.03B,1.30,1.28,22.89%,6.38%,14.85%
2534,300159.SZ,5.63B,0.84,1.00,-135.96%,-2.18%,-32.57%
2535,603326.SS,4.06B,4.54,-0.23,11.58%,7.81%,17.42%
2536,300562.SZ,3.05B,5.50,0.64,3.79%,1.84%,5.83%
2537,002942.SZ,3.13B,3.45,N/A,14.67%,N/A,N/A
2538,300153.SZ,1.75B,1.86,0.43,-1.15%,-0.46%,-0.82%
2539,002416.SZ,7.10B,1.45,0.99,0.67%,2.81%,7.01%
2540,603883.SS,22.33B,6.63,-0.32,4.46%,5.20%,17.22%
2541,300472.SZ,2.32B,2.03,0.66,7.70%,2.37%,2.97%
2542,300494.SZ,3.00B,2.98,-0.13,8.96%,4.30%,7.50%
2543,002826.SZ,1.91B,3.06,0.17,6.76%,2.97%,5.72%
2544,600104.SS,239.51B,0.98,0.62,2.47%,0.63%,8.67%
2545,300209.SZ,5.50B,1.34,0.78,2.39%,1.98%,3.55%
2546,002565.SZ,5.06B,2.34,1.05,-16.90%,0.49%,-10.91%
2547,000563.SZ,13.95B,1.30,1.01,31.60%,4.04%,5.07%
2548,600741.SS,67.91B,1.41,0.99,3.59%,1.60%,10.92%
2549,000783.SZ,35.28B,1.27,0.87,19.78%,1.00%,3.83%
2550,002097.SZ,6.15B,1.24,0.48,6.51%,2.32%,9.40%
2551,603299.SS,4.73B,1.21,-0.83,4.86%,1.77%,4.60%
2552,600117.SS,3.23B,2.71,0.57,-0.19%,1.92%,1.43%
2553,002197.SZ,4.15B,1.71,0.86,1.44%,0.19%,0.55%
2554,300292.SZ,6.41B,3.99,0.38,-0.45%,0.82%,-1.38%
2555,600740.SS,8.07B,0.76,0.93,1.56%,-1.83%,0.74%
2556,000633.SZ,1.35B,8.72,0.35,-7.99%,-0.62%,-8.08%
2557,601002.SS,4.80B,1.78,0.93,3.44%,0.88%,2.41%
2558,600199.SS,3.39B,1.16,0.92,-29.27%,-4.63%,-9.08%
2559,002595.SZ,13.33B,2.69,0.49,20.13%,9.95%,18.56%
2560,000622.SZ,1.76B,8.53,-0.11,4.83%,-2.41%,5.35%
2561,603157.SS,1.72B,0.91,-0.00,-38.35%,-12.60%,-113.61%
2562,603967.SS,3.73B,2.02,N/A,4.37%,5.53%,15.43%
2563,002587.SZ,3.91B,2.92,1.32,12.43%,3.08%,10.13%
2564,002354.SZ,2.00B,1.26,0.60,-104.15%,-9.72%,-77.04%
2565,002212.SZ,26.67B,3.17,0.75,4.38%,2.22%,3.43%
2566,002728.SZ,3.07B,2.67,0.39,18.14%,5.51%,13.84%
2567,002727.SZ,14.68B,3.19,0.64,5.77%,6.24%,14.28%
2568,002206.SZ,4.24B,1.55,0.64,7.38%,3.91%,9.97%
2569,002061.SZ,7.02B,0.94,0.68,2.37%,2.58%,8.94%
2570,300647.SZ,2.95B,4.77,-0.96,1.53%,1.46%,2.19%
2571,600089.SS,27.11B,0.78,0.51,5.38%,1.64%,5.60%
2572,603979.SS,4.55B,1.08,0.53,9.21%,5.18%,7.50%
2573,603158.SS,3.76B,3.70,0.16,11.84%,5.25%,12.35%
2574,002282.SZ,3.05B,1.38,0.83,6.92%,2.04%,3.61%
2575,300199.SZ,6.03B,1.97,0.62,-146.81%,-11.13%,-32.71%
2576,002045.SZ,3.99B,2.06,1.45,8.12%,4.71%,19.51%
2577,300399.SZ,2.46B,5.77,1.28,2.43%,2.30%,2.78%
2578,300735.SZ,12.54B,6.60,0.86,16.87%,9.12%,17.58%
2579,600597.SS,14.19B,2.59,0.83,1.95%,3.67%,8.59%
2580,002441.SZ,3.94B,1.03,0.99,2.44%,3.60%,5.52%
2581,002444.SZ,10.05B,1.36,0.81,14.25%,4.75%,12.57%
2582,600590.SS,4.70B,1.13,0.58,2.13%,2.29%,2.59%
2583,002349.SZ,4.76B,2.35,-0.41,-36.37%,-2.74%,-22.19%
2584,600222.SS,3.33B,2.55,0.71,4.86%,3.36%,5.13%
2585,300575.SZ,3.70B,2.89,0.30,8.48%,3.88%,9.26%
2586,002879.SZ,3.14B,2.15,0.78,17.09%,4.65%,9.83%
2587,600258.SS,13.28B,1.51,0.99,3.98%,2.08%,3.24%
2588,600975.SS,5.87B,5.54,0.94,2.97%,2.76%,5.68%
2589,600161.SS,38.03B,10.02,-0.02,18.34%,10.40%,18.05%
2590,000686.SZ,19.43B,1.25,1.04,10.59%,1.11%,4.88%
2591,300669.SZ,3.42B,6.86,-0.20,15.88%,6.23%,10.89%
2592,002280.SZ,5.66B,1.07,0.99,-28.42%,-16.17%,-72.56%
2593,603090.SS,1.72B,3.43,N/A,6.26%,2.82%,6.23%
2594,002407.SZ,7.49B,2.18,0.75,-12.06%,-0.42%,-12.75%
2595,600141.SS,10.48B,1.31,N/A,1.68%,2.58%,4.36%
2596,000735.SZ,12.61B,3.09,0.19,4.31%,0.00%,1.77%
2597,300795.SZ,2.19B,3.64,N/A,16.27%,9.46%,18.51%
2598,002533.SZ,4.03B,1.67,0.88,2.65%,2.68%,5.05%
2599,002058.SZ,2.50B,14.24,0.82,-18.19%,-4.94%,-8.12%
2600,300665.SZ,1.21B,2.73,0.09,2.07%,1.87%,2.39%
2601,603868.SS,15.60B,6.30,0.34,17.97%,14.45%,23.53%
2602,300618.SZ,12.38B,6.96,1.18,5.19%,0.91%,5.01%
2603,600853.SS,3.25B,1.94,N/A,2.01%,2.09%,11.29%
2604,601388.SS,3.40B,1.28,0.15,1.20%,2.53%,2.54%
2605,600717.SS,10.99B,0.67,0.91,4.60%,2.27%,4.66%
2606,300320.SZ,3.26B,1.93,0.88,9.12%,5.50%,11.83%
2607,002921.SZ,1.38B,1.97,0.48,6.20%,2.78%,6.59%
2608,300556.SZ,2.00B,4.02,-0.29,3.21%,1.75%,5.95%
2609,002285.SZ,5.95B,1.12,1.20,-0.88%,0.88%,-0.80%
2610,600695.SS,3.80B,8.12,N/A,-118.79%,-1.52%,-6.49%
2611,300364.SZ,2.36B,1.18,1.08,-72.24%,-12.06%,-29.07%
2612,000798.SZ,2.03B,2.69,0.38,5.99%,-2.38%,3.81%
2613,600556.SS,20.64B,N/A,N/A,12.73%,N/A,N/A
2614,000541.SZ,5.51B,1.44,0.67,8.20%,2.02%,5.14%
2615,002069.SZ,2.15B,6.06,N/A,-13.44%,0.28%,-148.45%
2616,002261.SZ,9.50B,3.72,1.15,2.67%,0.38%,1.36%
2617,600707.SS,13.78B,0.70,0.62,-2.85%,-2.37%,-0.91%
2618,603063.SS,3.60B,1.45,0.66,3.67%,1.38%,3.17%
2619,002938.SZ,73.43B,3.70,N/A,11.57%,8.30%,15.92%
2620,000592.SZ,4.79B,1.48,1.34,1.53%,-0.03%,0.36%
2621,000777.SZ,4.29B,3.02,1.05,9.19%,2.86%,7.10%
2622,603007.SS,2.04B,1.78,N/A,7.89%,2.74%,7.62%
2623,002651.SZ,4.48B,2.10,1.02,24.98%,3.49%,7.40%
2624,600428.SS,6.83B,0.70,0.67,0.90%,1.28%,0.79%
2625,600984.SS,10.26B,2.73,N/A,13.66%,4.59%,12.10%
2626,603227.SS,2.67B,2.12,0.47,4.13%,3.93%,7.54%
2627,603611.SS,4.31B,2.64,N/A,7.17%,4.80%,14.48%
2628,000404.SZ,2.44B,0.75,0.71,0.27%,-0.05%,2.21%
2629,600523.SS,5.22B,2.05,0.67,6.17%,1.26%,5.37%
2630,300366.SZ,5.39B,2.21,0.21,2.80%,1.45%,1.38%
2631,601949.SS,9.48B,1.50,0.51,9.80%,2.07%,8.56%
2632,600869.SS,9.39B,1.81,N/A,-0.61%,3.31%,-1.80%
2633,603993.SS,69.13B,1.84,1.66,2.29%,-0.71%,3.91%
2634,600339.SS,14.80B,0.63,0.20,0.49%,0.48%,1.40%
2635,600768.SS,1.35B,6.01,N/A,28.08%,-1.51%,64.02%
2636,300689.SZ,2.45B,4.20,0.11,12.72%,1.60%,7.14%
2637,002220.SZ,927.44M,0.43,N/A,0.00%,-2.78%,-129.37%
2638,600067.SS,5.39B,0.69,0.69,3.66%,2.17%,4.06%
2639,603919.SS,5.26B,2.07,0.52,14.99%,5.93%,9.32%
2640,300807.SZ,2.87B,7.64,N/A,16.01%,9.66%,14.12%
2641,603990.SS,5.50B,11.79,0.24,11.20%,4.23%,7.29%
2642,300245.SZ,2.72B,1.92,0.53,7.28%,0.33%,2.08%
2643,300595.SZ,22.34B,17.91,-0.26,46.74%,11.40%,21.18%
2644,000564.SZ,12.02B,0.39,0.70,-1.40%,-0.49%,-0.40%
2645,688198.SS,3.87B,15.85,N/A,N/A,N/A,N/A
2646,603218.SS,9.25B,2.87,0.62,15.14%,6.67%,16.39%
2647,002769.SZ,2.58B,1.87,0.09,0.86%,0.89%,3.70%
2648,600485.SS,4.21B,N/A,N/A,0.00%,-15.68%,N/A
2649,000659.SZ,2.75B,4.04,0.34,0.13%,2.33%,-0.01%
2650,300130.SZ,6.63B,2.70,0.74,7.86%,3.85%,9.65%
2651,600211.SS,6.62B,2.72,-0.05,29.48%,8.05%,15.31%
2652,002091.SZ,9.04B,1.09,0.98,2.40%,4.32%,12.33%
2653,000820.SZ,777.44M,16.64,0.33,0.00%,-17.40%,-143.56%
2654,002544.SZ,8.09B,3.85,0.30,-0.58%,0.52%,-1.39%
